### START OF SIDE LOADING POSSIBLE HIJACK LIST - FORMAT (dllname, binary file)
(secur32.dll,C:\Windows\System32\computerdefaults.exe)
(secur32.dll,C:\Windows\System32\dsregcmd.exe)
(secur32.dll,C:\Windows\System32\fodhelper.exe)
(secur32.dll,C:\Windows\System32\gpresult.exe)
(secur32.dll,C:\Windows\System32\klist.exe)
(secur32.dll,C:\Windows\System32\msdt.exe)
(slc.dll,C:\Windows\System32\msinfo32.exe)
(slc.dll,C:\Windows\System32\netsh.exe)
(slc.dll,C:\Windows\System32\packageinspector.exe)
(slc.dll,C:\Windows\System32\phoneactivate.exe)
(slc.dll,C:\Windows\System32\slui.exe)
(snmpapi.dll,C:\Windows\System32\arp.exe)
(snmpapi.dll,C:\Windows\System32\netstat.exe)
(spectrumsyncclient.dll,C:\Windows\System32\spectrum.exe)
(spp.dll,C:\Windows\System32\rstrui.exe)
(spp.dll,C:\Windows\System32\sdclt.exe)
(spp.dll,C:\Windows\System32\srtasks.exe)
(spp.dll,C:\Windows\System32\wbengine.exe)
(sppc.dll,C:\Windows\System32\msinfo32.exe)
(sppc.dll,C:\Windows\System32\netsh.exe)
(sppc.dll,C:\Windows\System32\packageinspector.exe)
(sppc.dll,C:\Windows\System32\slui.exe)
(sppcext.dll,C:\Windows\System32\phoneactivate.exe)
(srclient.dll,C:\Windows\System32\srtasks.exe)
(srcore.dll,C:\Windows\System32\rstrui.exe)
(srcore.dll,C:\Windows\System32\srtasks.exe)
(srpapi.dll,C:\Windows\System32\appidpolicyconverter.exe)
(srpapi.dll,C:\Windows\System32\mshta.exe)
(srpapi.dll,C:\Windows\System32\rdpclip.exe)
(srvcli.dll,C:\Windows\System32\change.exe)
(srvcli.dll,C:\Windows\System32\chglogon.exe)
(srvcli.dll,C:\Windows\System32\chgport.exe)
(srvcli.dll,C:\Windows\System32\driverquery.exe)
(srvcli.dll,C:\Windows\System32\eventcreate.exe)
(srvcli.dll,C:\Windows\System32\getmac.exe)
(srvcli.dll,C:\Windows\System32\gpresult.exe)
(srvcli.dll,C:\Windows\System32\ksetup.exe)
(srvcli.dll,C:\Windows\System32\net.exe)
(srvcli.dll,C:\Windows\System32\net1.exe)
(srvcli.dll,C:\Windows\System32\openfiles.exe)
(srvcli.dll,C:\Windows\System32\query.exe)
(srvcli.dll,C:\Windows\System32\quser.exe)
(srvcli.dll,C:\Windows\System32\qwinsta.exe)
(srvcli.dll,C:\Windows\System32\reset.exe)
(srvcli.dll,C:\Windows\System32\rwinsta.exe)
(srvcli.dll,C:\Windows\System32\shrpubw.exe)
(srvcli.dll,C:\Windows\System32\spaceagent.exe)
(srvcli.dll,C:\Windows\System32\systempropertiesadvanced.exe)
(srvcli.dll,C:\Windows\System32\taskkill.exe)
(srvcli.dll,C:\Windows\System32\tasklist.exe)
(srvcli.dll,C:\Windows\System32\tscon.exe)
(srvcli.dll,C:\Windows\System32\tskill.exe)
(srvcli.dll,C:\Windows\System32\waitfor.exe)
(srvcli.dll,C:\Windows\System32\wbengine.exe)
(sspicli.dll,C:\Windows\System32\at.exe)
(sspicli.dll,C:\Windows\System32\bitsadmin.exe)
(sspicli.dll,C:\Windows\System32\bootcfg.exe)
(sspicli.dll,C:\Windows\System32\calc.exe)
(sspicli.dll,C:\Windows\System32\certreq.exe)
(sspicli.dll,C:\Windows\System32\certutil.exe)
(sspicli.dll,C:\Windows\System32\computerdefaults.exe)
(sspicli.dll,C:\Windows\System32\credentialenrollmentmanager.exe)
(sspicli.dll,C:\Windows\System32\customshellhost.exe)
(sspicli.dll,C:\Windows\System32\deviceenroller.exe)
(sspicli.dll,C:\Windows\System32\dialer.exe)
(sspicli.dll,C:\Windows\System32\driverquery.exe)
(sspicli.dll,C:\Windows\System32\dsregcmd.exe)
(sspicli.dll,C:\Windows\System32\edpcleanup.exe)
(sspicli.dll,C:\Windows\System32\eduprintprov.exe)
(sspicli.dll,C:\Windows\System32\eventcreate.exe)
(sspicli.dll,C:\Windows\System32\fodhelper.exe)
(sspicli.dll,C:\Windows\System32\ftp.exe)
(sspicli.dll,C:\Windows\System32\getmac.exe)
(sspicli.dll,C:\Windows\System32\gpresult.exe)
(sspicli.dll,C:\Windows\System32\iesettingsync.exe)
(sspicli.dll,C:\Windows\System32\klist.exe)
(sspicli.dll,C:\Windows\System32\ksetup.exe)
(sspicli.dll,C:\Windows\System32\logman.exe)
(sspicli.dll,C:\Windows\System32\mdeserver.exe)
(sspicli.dll,C:\Windows\System32\msdt.exe)
(sspicli.dll,C:\Windows\System32\mshta.exe)
(sspicli.dll,C:\Windows\System32\msra.exe)
(sspicli.dll,C:\Windows\System32\mstsc.exe)
(sspicli.dll,C:\Windows\System32\mtstocom.exe)
(sspicli.dll,C:\Windows\System32\muiunattend.exe)
(sspicli.dll,C:\Windows\System32\netsh.exe)
(sspicli.dll,C:\Windows\System32\openfiles.exe)
(sspicli.dll,C:\Windows\System32\perfmon.exe)
(sspicli.dll,C:\Windows\System32\pinenrollmentbroker.exe)
(sspicli.dll,C:\Windows\System32\presentationsettings.exe)
(sspicli.dll,C:\Windows\System32\psr.exe)
(sspicli.dll,C:\Windows\System32\quickassist.exe)
(sspicli.dll,C:\Windows\System32\rdpsa.exe)
(sspicli.dll,C:\Windows\System32\rpcping.exe)
(sspicli.dll,C:\Windows\System32\runas.exe)
(sspicli.dll,C:\Windows\System32\sdclt.exe)
(sspicli.dll,C:\Windows\System32\setx.exe)
(sspicli.dll,C:\Windows\System32\shutdown.exe)
(sspicli.dll,C:\Windows\System32\systeminfo.exe)
(sspicli.dll,C:\Windows\System32\systemsettingsadminflows.exe)
(sspicli.dll,C:\Windows\System32\takeown.exe)
(sspicli.dll,C:\Windows\System32\taskkill.exe)
(sspicli.dll,C:\Windows\System32\tasklist.exe)
(sspicli.dll,C:\Windows\System32\waitfor.exe)
(sspicli.dll,C:\Windows\System32\whoami.exe)
(sspicli.dll,C:\Windows\System32\wkspbroker.exe)
(sspicli.dll,C:\Windows\System32\wlrmdr.exe)
(ssshim.dll,C:\Windows\System32\sfc.exe)
(staterepository.core.dll,C:\Windows\System32\applytrustoffline.exe)
(staterepository.core.dll,C:\Windows\System32\lpremove.exe)
(staterepository.core.dll,C:\Windows\System32\systemsettingsadminflows.exe)
(sxshared.dll,C:\Windows\System32\defrag.exe)
(sxshared.dll,C:\Windows\System32\dfrgui.exe)
(systemsettingsthresholdadminflowui.dll,C:\Windows\System32\systemsettingsadminflows.exe)
(tapi32.dll,C:\Windows\System32\dialer.exe)
(tapi32.dll,C:\Windows\System32\fxssvc.exe)
(tapi32.dll,C:\Windows\System32\tcmsetup.exe)
(tbs.dll,C:\Windows\System32\bootim.exe)
(tbs.dll,C:\Windows\System32\mdmdiagnosticstool.exe)
(tbs.dll,C:\Windows\System32\resetengine.exe)
(tbs.dll,C:\Windows\System32\sgrmbroker.exe)
(tbs.dll,C:\Windows\System32\systemreset.exe)
(tbs.dll,C:\Windows\System32\tpmtool.exe)
(tdh.dll,C:\Windows\System32\plasrv.exe)
(timesync.dll,C:\Windows\System32\systemsettingsadminflows.exe)
(tpmcoreprovisioning.dll,C:\Windows\System32\tpmtool.exe)
(tquery.dll,C:\Windows\System32\searchfilterhost.exe)
(tquery.dll,C:\Windows\System32\searchprotocolhost.exe)
(tsworkspace.dll,C:\Windows\System32\wkspbroker.exe)
(ttdrecord.dll,C:\Windows\System32\tttracer.exe)
(twinapi.dll,C:\Windows\System32\dataexchangehost.exe)
(uiautomationcore.dll,C:\Windows\System32\gamepanel.exe)
(uiautomationcore.dll,C:\Windows\System32\magnify.exe)
(uireng.dll,C:\Windows\System32\psr.exe)
(umpdc.dll,C:\Windows\System32\deviceenroller.exe)
(umpdc.dll,C:\Windows\System32\dmcertinst.exe)
(umpdc.dll,C:\Windows\System32\iesettingsync.exe)
(umpdc.dll,C:\Windows\System32\mousocoreworker.exe)
(umpdc.dll,C:\Windows\System32\netevtfwdr.exe)
(umpdc.dll,C:\Windows\System32\omadmclient.exe)
(umpdc.dll,C:\Windows\System32\settingsynchost.exe)
(umpdc.dll,C:\Windows\System32\usocoreworker.exe)
(umpdc.dll,C:\Windows\System32\wifitask.exe)
(unattend.dll,C:\Windows\System32\recoverydrive.exe)
(updatepolicy.dll,C:\Windows\System32\mousocoreworker.exe)
(updatepolicy.dll,C:\Windows\System32\musnotification.exe)
(updatepolicy.dll,C:\Windows\System32\musnotificationux.exe)
(updatepolicy.dll,C:\Windows\System32\usoclient.exe)
(updatepolicy.dll,C:\Windows\System32\usocoreworker.exe)
(upshared.dll,C:\Windows\System32\musnotification.exe)
(upshared.dll,C:\Windows\System32\musnotificationux.exe)
(upshared.dll,C:\Windows\System32\musnotifyicon.exe)
(urlmon.dll,C:\Windows\System32\bytecodegenerator.exe)
(urlmon.dll,C:\Windows\System32\ie4uinit.exe)
(urlmon.dll,C:\Windows\System32\presentationhost.exe)
(userenv.dll,C:\Windows\System32\appidpolicyconverter.exe)
(userenv.dll,C:\Windows\System32\appvclient.exe)
(userenv.dll,C:\Windows\System32\appvshnotify.exe)
(userenv.dll,C:\Windows\System32\bdeuisrv.exe)
(userenv.dll,C:\Windows\System32\colorcpl.exe)
(userenv.dll,C:\Windows\System32\customshellhost.exe)
(userenv.dll,C:\Windows\System32\dccw.exe)
(userenv.dll,C:\Windows\System32\deviceenroller.exe)
(userenv.dll,C:\Windows\System32\dmomacpmo.exe)
(userenv.dll,C:\Windows\System32\dsregcmd.exe)
(userenv.dll,C:\Windows\System32\efsui.exe)
(userenv.dll,C:\Windows\System32\gpupdate.exe)
(userenv.dll,C:\Windows\System32\mdmappinstaller.exe)
(userenv.dll,C:\Windows\System32\mdmdiagnosticstool.exe)
(userenv.dll,C:\Windows\System32\microsoftedgebchost.exe)
(userenv.dll,C:\Windows\System32\microsoftedgecp.exe)
(userenv.dll,C:\Windows\System32\microsoftedgesh.exe)
(userenv.dll,C:\Windows\System32\mrt.exe)
(userenv.dll,C:\Windows\System32\msra.exe)
(userenv.dll,C:\Windows\System32\musnotification.exe)
(userenv.dll,C:\Windows\System32\musnotificationux.exe)
(userenv.dll,C:\Windows\System32\netsh.exe)
(userenv.dll,C:\Windows\System32\omadmclient.exe)
(userenv.dll,C:\Windows\System32\proquota.exe)
(userenv.dll,C:\Windows\System32\rekeywiz.exe)
(userenv.dll,C:\Windows\System32\runexehelper.exe)
(userenv.dll,C:\Windows\System32\securityhealthservice.exe)
(userenv.dll,C:\Windows\System32\settingsynchost.exe)
(userenv.dll,C:\Windows\System32\systemsettingsadminflows.exe)
(userenv.dll,C:\Windows\System32\tttracer.exe)
(userenv.dll,C:\Windows\System32\utcdecoderhost.exe)
(userenv.dll,C:\Windows\System32\vaultcmd.exe)
(userenv.dll,C:\Windows\System32\workfolders.exe)
(userenv.dll,C:\Windows\System32\wpcmon.exe)
(utildll.dll,C:\Windows\System32\change.exe)
(utildll.dll,C:\Windows\System32\chglogon.exe)
(utildll.dll,C:\Windows\System32\chgport.exe)
(utildll.dll,C:\Windows\System32\query.exe)
(utildll.dll,C:\Windows\System32\quser.exe)
(utildll.dll,C:\Windows\System32\qprocess.exe)
(utildll.dll,C:\Windows\System32\qwinsta.exe)
(utildll.dll,C:\Windows\System32\reset.exe)
(utildll.dll,C:\Windows\System32\rwinsta.exe)
(utildll.dll,C:\Windows\System32\tscon.exe)
(utildll.dll,C:\Windows\System32\tskill.exe)
(uxinit.dll,C:\Windows\System32\winlogon.exe)
(uxtheme.dll,C:\Windows\System32\atbroker.exe)
(uxtheme.dll,C:\Windows\System32\cloudnotifications.exe)
(uxtheme.dll,C:\Windows\System32\cttune.exe)
(uxtheme.dll,C:\Windows\System32\displayswitch.exe)
(uxtheme.dll,C:\Windows\System32\ehstorauthn.exe)
(uxtheme.dll,C:\Windows\System32\filehistory.exe)
(uxtheme.dll,C:\Windows\System32\gamepanel.exe)
(uxtheme.dll,C:\Windows\System32\isoburn.exe)
(uxtheme.dll,C:\Windows\System32\mblctr.exe)
(uxtheme.dll,C:\Windows\System32\mmc.exe)
(uxtheme.dll,C:\Windows\System32\msdt.exe)
(uxtheme.dll,C:\Windows\System32\msra.exe)
(uxtheme.dll,C:\Windows\System32\musnotifyicon.exe)
(uxtheme.dll,C:\Windows\System32\passwordonwakesettingflyout.exe)
(uxtheme.dll,C:\Windows\System32\quickassist.exe)
(uxtheme.dll,C:\Windows\System32\recoverydrive.exe)
(uxtheme.dll,C:\Windows\System32\sdclt.exe)
(uxtheme.dll,C:\Windows\System32\sethc.exe)
(uxtheme.dll,C:\Windows\System32\sndvol.exe)
(uxtheme.dll,C:\Windows\System32\snippingtool.exe)
(uxtheme.dll,C:\Windows\System32\taskmgr.exe)
(uxtheme.dll,C:\Windows\System32\wfs.exe)
(uxtheme.dll,C:\Windows\System32\wiaacmgr.exe)
(uxtheme.dll,C:\Windows\System32\wiawow64.exe)
(uxtheme.dll,C:\Windows\System32\wmpdmc.exe)
(vaultcli.dll,C:\Windows\System32\cipher.exe)
(vaultcli.dll,C:\Windows\System32\efsui.exe)
(vaultcli.dll,C:\Windows\System32\rekeywiz.exe)
(vaultcli.dll,C:\Windows\System32\vaultcmd.exe)
(vdsutil.dll,C:\Windows\System32\vdsldr.exe)
(version.dll,C:\Windows\System32\agentservice.exe)
(version.dll,C:\Windows\System32\certutil.exe)
(version.dll,C:\Windows\System32\choice.exe)
(version.dll,C:\Windows\System32\clip.exe)
(version.dll,C:\Windows\System32\cmstp.exe)
(version.dll,C:\Windows\System32\cofire.exe)
(version.dll,C:\Windows\System32\cscript.exe)
(version.dll,C:\Windows\System32\diskpart.exe)
(version.dll,C:\Windows\System32\diskraid.exe)
(version.dll,C:\Windows\System32\dism.exe)
(version.dll,C:\Windows\System32\driverquery.exe)
(version.dll,C:\Windows\System32\forfiles.exe)
(version.dll,C:\Windows\System32\fxssvc.exe)
(version.dll,C:\Windows\System32\ie4ushowie.exe)
(version.dll,C:\Windows\System32\iexpress.exe)
(version.dll,C:\Windows\System32\msconfig.exe)
(version.dll,C:\Windows\System32\mstsc.exe)
(version.dll,C:\Windows\System32\openfiles.exe)
(version.dll,C:\Windows\System32\presentationhost.exe)
(version.dll,C:\Windows\System32\psr.exe)
(version.dll,C:\Windows\System32\RelPost.exe)
(version.dll,C:\Windows\System32\sfc.exe)
(version.dll,C:\Windows\System32\sigverif.exe)
(version.dll,C:\Windows\System32\systeminfo.exe)
(version.dll,C:\Windows\System32\taskkill.exe)
(version.dll,C:\Windows\System32\tasklist.exe)
(version.dll,C:\Windows\System32\timeout.exe)
(version.dll,C:\Windows\System32\unregmp2.exe)
(version.dll,C:\Windows\System32\verifiergui.exe)
(version.dll,C:\Windows\System32\vsgraphicsdesktopengine.exe)
(version.dll,C:\Windows\System32\waitfor.exe)
(version.dll,C:\Windows\System32\wextract.exe)
(version.dll,C:\Windows\System32\where.exe)
(version.dll,C:\Windows\System32\whoami.exe)
(version.dll,C:\Windows\System32\winsat.exe)
(version.dll,C:\Windows\System32\wscript.exe)
(virtdisk.dll,C:\Windows\System32\bootim.exe)
(virtdisk.dll,C:\Windows\System32\vssvc.exe)
(virtdisk.dll,C:\Windows\System32\wbengine.exe)
(vssapi.dll,C:\Windows\System32\bootim.exe)
(vssapi.dll,C:\Windows\System32\cleanmgr.exe)
(vssapi.dll,C:\Windows\System32\recoverydrive.exe)
(vssapi.dll,C:\Windows\System32\resetengine.exe)
(vssapi.dll,C:\Windows\System32\rstrui.exe)
(vssapi.dll,C:\Windows\System32\sdclt.exe)
(vssapi.dll,C:\Windows\System32\srtasks.exe)
(vssapi.dll,C:\Windows\System32\systemreset.exe)
(vssapi.dll,C:\Windows\System32\vssadmin.exe)
(vssapi.dll,C:\Windows\System32\vssvc.exe)
(vssapi.dll,C:\Windows\System32\wbengine.exe)
(vsstrace.dll,C:\Windows\System32\bootim.exe)
(vsstrace.dll,C:\Windows\System32\resetengine.exe)
(vsstrace.dll,C:\Windows\System32\rstrui.exe)
(vsstrace.dll,C:\Windows\System32\sdclt.exe)
(vsstrace.dll,C:\Windows\System32\srtasks.exe)
(vsstrace.dll,C:\Windows\System32\systemreset.exe)
(vsstrace.dll,C:\Windows\System32\vssadmin.exe)
(vsstrace.dll,C:\Windows\System32\vssvc.exe)
(vsstrace.dll,C:\Windows\System32\wbengine.exe)
(wcmapi.dll,C:\Windows\System32\netsh.exe)
(wcnnetsh.dll,C:\Windows\System32\netsh.exe)
(wdi.dll,C:\Windows\System32\cofire.exe)
(wdi.dll,C:\Windows\System32\msra.exe)
(wdi.dll,C:\Windows\System32\netsh.exe)
(wdscore.dll,C:\Windows\System32\bootim.exe)
(wdscore.dll,C:\Windows\System32\deploymentcsphelper.exe)
(wdscore.dll,C:\Windows\System32\djoin.exe)
(wdscore.dll,C:\Windows\System32\dnscacheugc.exe)
(wdscore.dll,C:\Windows\System32\muiunattend.exe)
(wdscore.dll,C:\Windows\System32\netbtugc.exe)
(wdscore.dll,C:\Windows\System32\netiougc.exe)
(wdscore.dll,C:\Windows\System32\pnpunattend.exe)
(wdscore.dll,C:\Windows\System32\recoverydrive.exe)
(wdscore.dll,C:\Windows\System32\resetengine.exe)
(wdscore.dll,C:\Windows\System32\setupugc.exe)
(wdscore.dll,C:\Windows\System32\sysreseterr.exe)
(wdscore.dll,C:\Windows\System32\systemreset.exe)
(wdscore.dll,C:\Windows\System32\tapiunattend.exe)
(webservices.dll,C:\Windows\System32\clipup.exe)
(webservices.dll,C:\Windows\System32\sppsvc.exe)
(webservices.dll,C:\Windows\System32\vsgraphicsdesktopengine.exe)
(webservices.dll,C:\Windows\System32\vsgraphicsremoteengine.exe)
(webservices.dll,C:\Windows\System32\wifitask.exe)
(webservices.dll,C:\Windows\System32\wksprt.exe)
(wecapi.dll,C:\Windows\System32\wecutil.exe)
(wer.dll,C:\Windows\System32\dwwin.exe)
(wer.dll,C:\Windows\System32\msdt.exe)
(wer.dll,C:\Windows\System32\pcalua.exe)
(wer.dll,C:\Windows\System32\relpost.exe)
(wer.dll,C:\Windows\System32\rstrui.exe)
(wer.dll,C:\Windows\System32\sdclt.exe)
(wer.dll,C:\Windows\System32\srtasks.exe)
(wer.dll,C:\Windows\System32\wbengine.exe)
(wer.dll,C:\Windows\System32\werfault.exe)
(wer.dll,C:\Windows\System32\werfaultsecure.exe)
(wer.dll,C:\Windows\System32\wermgr.exe)
(wevtapi.dll,C:\Windows\System32\cidiag.exe)
(wevtapi.dll,C:\Windows\System32\gpupdate.exe)
(wevtapi.dll,C:\Windows\System32\mbaeparsertask.exe)
(wevtapi.dll,C:\Windows\System32\netsh.exe)
(wevtapi.dll,C:\Windows\System32\packageinspector.exe)
(wevtapi.dll,C:\Windows\System32\plasrv.exe)
(wevtapi.dll,C:\Windows\System32\tracerpt.exe)
(wevtapi.dll,C:\Windows\System32\wecutil.exe)
(wevtapi.dll,C:\Windows\System32\wsreset.exe)
(whhelper.dll,C:\Windows\System32\netsh.exe)
(wimgapi.dll,C:\Windows\System32\recoverydrive.exe)
(wimgapi.dll,C:\Windows\System32\resetengine.exe)
(wimgapi.dll,C:\Windows\System32\systemreset.exe)
(winbio.dll,C:\Windows\System32\securityhealthservice.exe)
(winbrand.dll,C:\Windows\System32\bdehdcfg.exe)
(winbrand.dll,C:\Windows\System32\slui.exe)
(winbrand.dll,C:\Windows\System32\systempropertiesadvanced.exe)
(winbrand.dll,C:\Windows\System32\systemsettingsadminflows.exe)
(windows.ui.immersive.dll,C:\Windows\System32\dmnotificationbroker.exe)
(windows.ui.immersive.dll,C:\Windows\System32\phoneactivate.exe)
(windowscodecs.dll,C:\Windows\System32\certreq.exe)
(windowscodecs.dll,C:\Windows\System32\osk.exe)
(windowscodecs.dll,C:\Windows\System32\quickassist.exe)
(windowscodecs.dll,C:\Windows\System32\wmpdmc.exe)
(windowsperformancerecordercontrol.dll,C:\Windows\System32\wpr.exe)
(winhttp.dll,C:\Windows\System32\cmdl32.exe)
(winhttp.dll,C:\Windows\System32\devicecensus.exe)
(winhttp.dll,C:\Windows\System32\dmclient.exe)
(winhttp.dll,C:\Windows\System32\dsregcmd.exe)
(winhttp.dll,C:\Windows\System32\mdmdiagnosticstool.exe)
(winhttp.dll,C:\Windows\System32\msdt.exe)
(winhttp.dll,C:\Windows\System32\mshta.exe)
(winhttp.dll,C:\Windows\System32\mstsc.exe)
(winhttp.dll,C:\Windows\System32\musnotification.exe)
(winhttp.dll,C:\Windows\System32\musnotificationux.exe)
(winhttp.dll,C:\Windows\System32\musnotifyicon.exe)
(winhttp.dll,C:\Windows\System32\netsh.exe)
(winhttp.dll,C:\Windows\System32\pacjsworker.exe)
(winhttp.dll,C:\Windows\System32\recoverydrive.exe)
(winhttp.dll,C:\Windows\System32\resetengine.exe)
(winhttp.dll,C:\Windows\System32\rpcping.exe)
(winhttp.dll,C:\Windows\System32\sgrmlpac.exe)
(winhttp.dll,C:\Windows\System32\sihclient.exe)
(winhttp.dll,C:\Windows\System32\systemreset.exe)
(winhttp.dll,C:\Windows\System32\wkspbroker.exe)
(wininet.dll,C:\Windows\System32\appvclient.exe)
(wininet.dll,C:\Windows\System32\browserexport.exe)
(wininet.dll,C:\Windows\System32\calc.exe)
(wininet.dll,C:\Windows\System32\certreq.exe)
(wininet.dll,C:\Windows\System32\computerdefaults.exe)
(wininet.dll,C:\Windows\System32\dsregcmd.exe)
(wininet.dll,C:\Windows\System32\fodhelper.exe)
(wininet.dll,C:\Windows\System32\ie4uinit.exe)
(wininet.dll,C:\Windows\System32\logagent.exe)
(wininet.dll,C:\Windows\System32\mdmdiagnosticstool.exe)
(wininet.dll,C:\Windows\System32\mstsc.exe)
(wininet.dll,C:\Windows\System32\presentationhost.exe)
(wininet.dll,C:\Windows\System32\quickassist.exe)
(wininet.dll,C:\Windows\System32\tokenbrokercookies.exe)
(wininet.dll,C:\Windows\System32\wkspbroker.exe)
(wininet.dll,C:\Windows\System32\wksprt.exe)
(winipsec.dll,C:\Windows\System32\netsh.exe)
(winmde.dll,C:\Windows\System32\mdeserver.exe)
(winmm.dll,C:\Windows\System32\mblctr.exe)
(winmm.dll,C:\Windows\System32\mspaint.exe)
(winmm.dll,C:\Windows\System32\mstsc.exe)
(winmm.dll,C:\Windows\System32\osk.exe)
(winmm.dll,C:\Windows\System32\presentationsettings.exe)
(winmm.dll,C:\Windows\System32\proximityuxhost.exe)
(winmm.dll,C:\Windows\System32\wfs.exe)
(winmm.dll,C:\Windows\System32\winsat.exe)
(winnsi.dll,C:\Windows\System32\netsh.exe)
(winscard.dll,C:\Windows\System32\immersivetpmvscmgrsvr.exe)
(winscard.dll,C:\Windows\System32\rmttpmvscmgrsvr.exe)
(winscard.dll,C:\Windows\System32\tpmvscmgrsvr.exe)
(winsqlite3.dll,C:\Windows\System32\browserexport.exe)
(winsqlite3.dll,C:\Windows\System32\mousocoreworker.exe)
(winsta.dll,C:\Windows\System32\change.exe)
(winsta.dll,C:\Windows\System32\chglogon.exe)
(winsta.dll,C:\Windows\System32\chgport.exe)
(winsta.dll,C:\Windows\System32\ctfmon.exe)
(winsta.dll,C:\Windows\System32\displayswitch.exe)
(winsta.dll,C:\Windows\System32\msg.exe)
(winsta.dll,C:\Windows\System32\musnotification.exe)
(winsta.dll,C:\Windows\System32\query.exe)
(winsta.dll,C:\Windows\System32\quser.exe)
(winsta.dll,C:\Windows\System32\qprocess.exe)
(winsta.dll,C:\Windows\System32\qwinsta.exe)
(winsta.dll,C:\Windows\System32\rdpclip.exe)
(winsta.dll,C:\Windows\System32\rdpinput.exe)
(winsta.dll,C:\Windows\System32\rdpsa.exe)
(winsta.dll,C:\Windows\System32\rdpsauachelper.exe)
(winsta.dll,C:\Windows\System32\rdpshell.exe)
(winsta.dll,C:\Windows\System32\reset.exe)
(winsta.dll,C:\Windows\System32\rwinsta.exe)
(winsta.dll,C:\Windows\System32\systempropertiesadvanced.exe)
(winsta.dll,C:\Windows\System32\systempropertiescomputername.exe)
(winsta.dll,C:\Windows\System32\systempropertiesdataexecutionprevention.exe)
(winsta.dll,C:\Windows\System32\systempropertieshardware.exe)
(winsta.dll,C:\Windows\System32\systempropertiesprotection.exe)
(winsta.dll,C:\Windows\System32\systempropertiesremote.exe)
(winsta.dll,C:\Windows\System32\tscon.exe)
(winsta.dll,C:\Windows\System32\tsdiscon.exe)
(winsta.dll,C:\Windows\System32\tskill.exe)
(winsync.dll,C:\Windows\System32\synchost.exe)
(wkscli.dll,C:\Windows\System32\djoin.exe)
(wkscli.dll,C:\Windows\System32\dsregcmd.exe)
(wkscli.dll,C:\Windows\System32\edpcleanup.exe)
(wkscli.dll,C:\Windows\System32\getmac.exe)
(wkscli.dll,C:\Windows\System32\ie4uinit.exe)
(wkscli.dll,C:\Windows\System32\mshta.exe)
(wkscli.dll,C:\Windows\System32\mstsc.exe)
(wkscli.dll,C:\Windows\System32\net.exe)
(wkscli.dll,C:\Windows\System32\net1.exe)
(wkscli.dll,C:\Windows\System32\secinit.exe)
(wkscli.dll,C:\Windows\System32\systempropertiesadvanced.exe)
(wkscli.dll,C:\Windows\System32\systemsettingsadminflows.exe)
(wkscli.dll,C:\Windows\System32\whoami.exe)
(wlanapi.dll,C:\Windows\System32\legacynetuxhost.exe)
(wlanapi.dll,C:\Windows\System32\netsh.exe)
(wlanapi.dll,C:\Windows\System32\wifitask.exe)
(wlancfg.dll,C:\Windows\System32\netsh.exe)
(wldp.dll,C:\Windows\System32\mshta.exe)
(wldp.dll,C:\Windows\System32\securityhealthservice.exe)
(wldp.dll,C:\Windows\System32\systemsettingsadminflows.exe)
(wmiclnt.dll,C:\Windows\System32\dispdiag.exe)
(wmiclnt.dll,C:\Windows\System32\iscsicli.exe)
(wmpdui.dll,C:\Windows\System32\wmpdmc.exe)
(wmsgapi.dll,C:\Windows\System32\osk.exe)
(wofutil.dll,C:\Windows\System32\recoverydrive.exe)
(wofutil.dll,C:\Windows\System32\resetengine.exe)
(wofutil.dll,C:\Windows\System32\systemreset.exe)
(wscapi.dll,C:\Windows\System32\wscadminui.exe)
(wshelper.dll,C:\Windows\System32\netsh.exe)
(wsmsvc.dll,C:\Windows\System32\winrs.exe)
(wsmsvc.dll,C:\Windows\System32\wsmanhttpconfig.exe)
(wsmsvc.dll,C:\Windows\System32\wsmprovhost.exe)
(wtsapi32.dll,C:\Windows\System32\appvclient.exe)
(wtsapi32.dll,C:\Windows\System32\bdeuisrv.exe)
(wtsapi32.dll,C:\Windows\System32\customshellhost.exe)
(wtsapi32.dll,C:\Windows\System32\magnify.exe)
(wtsapi32.dll,C:\Windows\System32\mblctr.exe)
(wtsapi32.dll,C:\Windows\System32\mdmappinstaller.exe)
(wtsapi32.dll,C:\Windows\System32\raserver.exe)
(wtsapi32.dll,C:\Windows\System32\rdpclip.exe)
(wtsapi32.dll,C:\Windows\System32\rdpinput.exe)
(wtsapi32.dll,C:\Windows\System32\rdpshell.exe)
(wtsapi32.dll,C:\Windows\System32\sdclt.exe)
(wtsapi32.dll,C:\Windows\System32\securityhealthservice.exe)
(wtsapi32.dll,C:\Windows\System32\sethc.exe)
(wtsapi32.dll,C:\Windows\System32\slui.exe)
(wtsapi32.dll,C:\Windows\System32\systemsettingsadminflows.exe)
(wtsapi32.dll,C:\Windows\System32\wusa.exe)
(wwancfg.dll,C:\Windows\System32\netsh.exe)
(wwapi.dll,C:\Windows\System32\netsh.exe)
(xmllite.dll,C:\Windows\System32\certreq.exe)
(xmllite.dll,C:\Windows\System32\ddodiag.exe)
(xmllite.dll,C:\Windows\System32\deviceenroller.exe)
(xmllite.dll,C:\Windows\System32\dmcfghost.exe)
(xmllite.dll,C:\Windows\System32\dmclient.exe)
(xmllite.dll,C:\Windows\System32\dmomacpmo.exe)
